X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,class
0.08,0.08,0.06,0.12,0.15,0.12,0.09,0.1,0.11,0.11,0.08,0.11,0.11,0.12,0.15,0.11,0.1,0.1,0.06,0.08,0.09,0.09,0.08,0.16,0.1,0.07,0.13,0.09,0.11,0.1,0,8.82,-0.34,1266.67,905,1100,6.12,2.57,2.26,7.7,3.52,7.7,11.81,Walking
0.04,0.1,0.07,0.1,0.15,0.1,0.08,0.12,0.13,0.14,0.12,0.12,0.11,0.07,0.15,0.11,0.07,0.09,0.09,0.09,0.08,0.12,0.08,0.09,0.08,0.12,0.12,0.1,0.11,0.11,0,6.63,0.12,2025,1307.14,4550,7.7,2.87,2.26,9.33,3.71,9.33,11.25,Walking
0.1,0.09,0.07,0.1,0.1,0.13,0.11,0.11,0.1,0.1,0.1,0.11,0.07,0.09,0.14,0.1,0.07,0.12,0.1,0,0.1,0.12,0.07,0.1,0.07,0.12,0.1,0.1,0.1,0.15,0,7.96,0.39,711.54,484.21,3875,10.54,8.01,4.14,12.18,8.75,12.18,16.36,Jogging
0.27,0.17,0.06,0.09,0.12,0.1,0.12,0.04,0.05,0.01,0.15,0.14,0.2,0.15,0.11,0.1,0.09,0.06,0.02,0.01,0.17,0.11,0.19,0.16,0.12,0.09,0.09,0.05,0.04,0.02,0,3.36,-1.68,2883.33,2150,1666.67,8.45,3.97,2.72,10.5,4.87,10.5,10.83,Jogging
0.01,0.1,0.14,0.14,0.14,0.08,0.11,0.18,0.06,0.06,0.04,0.1,0.08,0.09,0.09,0.09,0.13,0.16,0.12,0.03,0.1,0.11,0.1,0.08,0.1,0.11,0.13,0.11,0.1,0.09,0,10.17,-1.08,1116.67,573.53,2025,6.46,6.21,5.18,7.79,7.25,7.79,15.04,Jogging
0.07,0.09,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0,0.1,0.11,0.1,0.09,0.1,0.12,0.09,0.09,0.12,0,0.1,0.08,0.09,0.11,0.15,0.1,0.1,0.1,0.09,0,0,9.71,-0.4,1000,2037.5,2550,3.21,3.58,1.93,3.83,4.24,3.83,10.78,Upstairs
0.11,0.12,0.09,0.09,0.07,0.12,0.1,0.1,0.12,0.1,0.13,0.11,0.1,0.08,0.08,0.09,0.12,0.08,0.11,0.11,0.08,0.12,0.12,0.11,0.12,0.08,0.11,0.1,0.12,0.08,0,9.15,0.02,4650,1093.75,1660,4.15,2.71,1.24,5.15,3.4,5.15,10.55,Walking
0.11,0.11,0.11,0.1,0.15,0.09,0.11,0.09,0.09,0.08,0.1,0.07,0.11,0.06,0.11,0.1,0.13,0.15,0.08,0.1,0.11,0.12,0.15,0.08,0.13,0.08,0.04,0.11,0.08,0.12,0,9.3,-0.4,1391.67,759.09,1583.33,5.36,2.77,2.63,7.03,3.78,7.03,11.84,Walking
0.09,0.14,0.09,0.09,0.1,0.08,0.09,0.13,0.12,0.1,0.12,0.1,0.1,0.08,0.1,0.08,0.13,0.11,0.11,0.01,0.1,0.13,0.08,0.09,0.11,0.09,0.1,0.1,0.1,0.12,0,9.88,0.35,2516.67,358.33,1370,5.02,7.02,4.07,6.22,8.38,6.22,14.13,Jogging
0.04,0.07,0.04,0.08,0.06,0.08,0.04,0.06,0.03,0.04,0.02,0.04,0.06,0.09,0.05,0.07,0.08,0.05,0.05,0.02,0.03,0.05,0.03,0.02,0.03,0.08,0.11,0.09,0.04,0.05,0,4.96,-0.57,1225,1225,700,1.79,2.5,1.29,4.61,5.53,4.61,5.73,Downstairs
0.09,0.09,0.09,0.05,0.1,0.08,0.06,0.12,0.14,0.1,0.21,0.12,0.05,0.06,0.09,0.1,0.19,0.15,0.05,0,0.2,0.08,0.1,0.09,0.13,0.11,0.07,0.08,0.09,0.07,0,2.53,-1.98,415.91,2550,3200,9.48,6.57,5.41,11.61,7.6,11.61,14.71,Jogging
0.01,0.01,0.02,0.06,0.09,0.16,0.06,0.03,0.01,0.01,0,0.01,0.01,0.01,0.04,0.24,0.1,0.03,0.02,0,0,0,0.03,0.18,0.14,0.04,0.02,0.03,0.01,0.01,0,4.56,0.24,200,650,800,0.81,2.74,1.21,2.61,6.94,2.61,5.03,Jogging
0.06,0.12,0.07,0.08,0.08,0.09,0.16,0.12,0.08,0.03,0.11,0.19,0.07,0.08,0.08,0.08,0.1,0.12,0.07,0.04,0.08,0.12,0.07,0.11,0.12,0.11,0.08,0.08,0.13,0.12,0,5.97,-0.07,418.18,513.16,3075,10.58,8.29,4.26,12.59,9.39,12.59,15.83,Jogging
0,0,0,0,0.02,0.01,0,0.12,0.07,0.8,0,0,0,0,0,0.02,0.03,0.04,0.45,0.47,0.01,0.07,0.28,0.21,0.29,0.11,0.02,0.01,0.01,0.03,0,4.97,8.64,1300,666.67,663.64,0.64,0.36,0.25,0.76,0.45,0.76,10.01,Sitting
0.15,0.1,0.13,0.06,0.12,0.09,0.09,0.09,0.08,0.1,0.11,0.1,0.11,0.09,0.08,0.11,0.09,0.13,0.09,0.11,0.1,0.08,0.11,0.09,0.11,0.1,0.11,0.11,0.12,0.1,0,9.05,-1.58,925,1180,4050,3.04,1.87,1.97,3.56,2.48,3.56,10.14,Upstairs
0.13,0.13,0.12,0.07,0.15,0.13,0.1,0.11,0.05,0.04,0.08,0.1,0.12,0.13,0.08,0.13,0.11,0.1,0.06,0.1,0.08,0.08,0.1,0.09,0.09,0.13,0.1,0.1,0.15,0.11,0,9.52,2.03,2150,950,3850,2.05,3.26,2.12,2.79,3.97,2.79,10.45,Walking
0.11,0.13,0.13,0.13,0.06,0.1,0.08,0.1,0.09,0.07,0.13,0.09,0.11,0.11,0.07,0.07,0.1,0.1,0.09,0,0.13,0.11,0.12,0.1,0.11,0.07,0.1,0.1,0.08,0.11,0,7.75,-0.56,575,1033.33,2850,10.24,8.42,4.18,12.06,9.14,12.06,16.45,Jogging
0.08,0.14,0.05,0.09,0.14,0.13,0.08,0.11,0.08,0.12,0.09,0.11,0.09,0.11,0.09,0.13,0.11,0.11,0.1,0.08,0.1,0.11,0.09,0.11,0.14,0.07,0.08,0.1,0.12,0.1,0,9.91,-1.4,3300,875,2175,4.21,3.76,2.84,5.14,4.74,5.14,12.05,Walking
0.04,0.12,0.21,0.24,0.14,0.2,0.05,0.02,0.01,0,0,0.07,0.1,0.09,0.07,0.12,0.14,0.13,0.13,0.18,0.14,0.19,0.11,0.12,0.09,0.06,0.08,0.07,0.07,0.09,0,10.24,-0.04,2283.33,707.14,1825,2.21,2.85,2.38,3.07,3.49,3.07,11.03,Walking
0.09,0.13,0.11,0.06,0.18,0.11,0.11,0.09,0.08,0.06,0.05,0.14,0.07,0.11,0.14,0.15,0.08,0.13,0.09,0.06,0.07,0.07,0.07,0.15,0.19,0.11,0.1,0.06,0.09,0.11,0,9.78,2.2,2225,500,1375,1.9,2.48,1.81,2.28,3.14,2.28,10.6,Walking
0.08,0.09,0.14,0.1,0.15,0.15,0.11,0.09,0.06,0.05,0.05,0.09,0.08,0.12,0.1,0.1,0.13,0.14,0.08,0.12,0.08,0.1,0.14,0.12,0.1,0.09,0.14,0.07,0.09,0.1,0,9.87,-0.29,1600,628.57,3700,3.41,3.31,2.66,4.57,4.1,4.57,11.26,Walking
0.07,0.11,0.1,0.13,0.1,0.12,0.12,0.08,0.08,0,0.11,0.09,0.07,0.11,0.1,0.14,0.08,0.11,0.11,0,0.12,0.07,0.12,0.13,0.09,0.08,0.13,0.09,0.1,0,0,9.63,1.97,1583.33,1537.5,2475,1.26,2.15,1.6,1.64,2.97,1.64,10.17,Downstairs
0.09,0.09,0.13,0.1,0.07,0.14,0.07,0.11,0.13,0.11,0.13,0.1,0.11,0.11,0.09,0.06,0.11,0.07,0.14,0.04,0.1,0.12,0.11,0.09,0.1,0.08,0.09,0.1,0.15,0.09,0,10.71,-1.03,2550,434.09,1750,4.94,4.5,2.59,5.99,5.44,5.99,12.89,Walking
0.13,0.06,0.07,0.09,0.09,0.1,0.14,0.09,0.12,0.14,0.09,0.11,0.11,0.12,0.13,0.08,0.12,0.09,0.09,0.09,0.09,0.12,0.09,0.09,0.12,0.12,0.08,0.11,0.12,0.09,0,6.56,0.57,1220,1110,1216.67,7.1,2.98,2.75,8.24,3.8,8.24,10.63,Walking
0.13,0.11,0.09,0.13,0.09,0.08,0.13,0.08,0.08,0.1,0.09,0.11,0.1,0.09,0.09,0.11,0.07,0.12,0.13,0.11,0.13,0.12,0.12,0.11,0.09,0.07,0.08,0.11,0.11,0.08,0,10.25,-0.39,1800,1183.33,1916.67,3.34,2.81,2.42,4.17,3.57,4.17,11.54,Upstairs
0.11,0.16,0.1,0.08,0.08,0.08,0.07,0.06,0.16,0.11,0.06,0.14,0.11,0.08,0.1,0.09,0.1,0.09,0.13,0,0.12,0.11,0.1,0.1,0.09,0.1,0.13,0.09,0.11,0.08,0,7.99,-0.4,633.33,988.89,1916.67,10.68,8.04,3.93,12.43,8.71,12.43,16.39,Jogging
0.28,0.17,0.16,0.05,0.08,0.11,0.1,0.07,0.01,0,0.25,0.23,0.24,0.14,0.08,0.05,0.02,0.01,0,0,0.21,0.09,0.18,0.17,0.1,0.09,0.13,0.05,0.01,0,0,0.61,-2.06,375,1475,775,9,2.78,2.71,10.92,3.59,10.92,10.65,Jogging
0.07,0.11,0.1,0.14,0.09,0.08,0.1,0.14,0.1,0.1,0.09,0.1,0.15,0.1,0.13,0.06,0.1,0.09,0.08,0,0.1,0.1,0.1,0.1,0.11,0.17,0.04,0.09,0.12,0.09,0,7.5,0.62,2850,393.18,4575,4.09,7.86,6.9,4.98,9.02,4.98,13.71,Jogging
0.13,0.1,0.12,0.13,0.1,0.07,0.07,0.1,0.1,0.11,0.15,0.08,0.1,0.08,0.11,0.09,0.11,0.09,0.11,0.08,0.11,0.1,0.08,0.13,0.08,0.06,0.1,0.15,0.1,0.1,0,8.15,1.38,1575,590.63,1175,5.15,6.35,4.19,6.16,7.79,6.16,12.79,Jogging
0.05,0.12,0.14,0.15,0.11,0.09,0.08,0.1,0.12,0.07,0.07,0.12,0.1,0.13,0.1,0.11,0.13,0.1,0.07,0.1,0.08,0.1,0.08,0.15,0.13,0.08,0.11,0.1,0.08,0.11,0,9.86,0.49,2933.33,1100,1083.33,1.91,2.7,2.11,2.27,3.24,2.27,10.56,Walking
0.11,0.11,0.11,0.08,0.1,0.1,0.09,0.1,0.11,0.12,0.11,0.12,0.06,0.14,0.06,0.09,0.12,0.12,0.09,0.11,0.08,0.12,0.11,0.12,0.09,0.11,0.08,0.1,0.1,0.12,0,9.07,1.47,1040,1042.86,1670,3.97,2.72,1.93,4.77,3.5,4.77,10.65,Walking
0.12,0.12,0.09,0.08,0.09,0.11,0.07,0.09,0.14,0,0.11,0.11,0.13,0.09,0.08,0.11,0.05,0.16,0.13,0,0.09,0.13,0.07,0.11,0.14,0.07,0.09,0.1,0.12,0,0,-4.36,-1.56,1775,1800,1200,9.11,6.83,5.13,11.55,7.89,11.55,13.87,Jogging
0.1,0.14,0.09,0.11,0.12,0.1,0.14,0.08,0.12,0,0.09,0.07,0.09,0.11,0.08,0.11,0.08,0.14,0.13,0,0.12,0.13,0.12,0.06,0.1,0.1,0.11,0.08,0.09,0,0,9.33,-0.49,1333.33,1540,1850,2.6,3.91,2.99,3.14,4.6,3.14,10.82,Walking
0.14,0.08,0.09,0.15,0.11,0.13,0.17,0.06,0.03,0.06,0.08,0.06,0.11,0.08,0.07,0.07,0.11,0.17,0.12,0.04,0.1,0.11,0.09,0.08,0.09,0.11,0.14,0.1,0.1,0.1,0,9.95,-0.99,2975,482.5,2025,7.13,6.93,5.26,9.02,7.94,9.02,15.6,Jogging
0.07,0.12,0.15,0.11,0.09,0.11,0.1,0.15,0.07,0.05,0.11,0.12,0.08,0.09,0.12,0.11,0.08,0.11,0.08,0,0.11,0.11,0.1,0.13,0.1,0.12,0.06,0.11,0.11,0.08,0,7.55,0.41,2416.67,434.09,2100,3.85,7.89,7.26,4.83,9.08,4.83,13.97,Jogging
0.12,0.1,0.11,0.08,0.11,0.07,0.09,0.12,0.12,0.11,0.09,0.13,0.09,0.09,0.1,0.12,0.1,0.11,0.05,0,0.06,0.05,0.1,0.13,0.12,0.13,0.12,0.12,0.13,0.06,0,8.34,-1.18,1825,335.19,2100,7.26,8.32,4.82,8.24,9.75,8.24,15.45,Jogging
0,0,0,0,0,0,0,0.01,0.02,0.97,0,0,0,0,0,0.01,0.02,0.02,0.51,0.46,0,0.01,0.02,0.27,0.61,0.08,0.01,0.01,0.01,0.01,0,4.89,8.74,275,422.22,254.05,0.44,0.16,0.11,0.49,0.25,0.49,10.04,Sitting
0.1,0.11,0.08,0.1,0.1,0.1,0.1,0.05,0.06,0.11,0.08,0.09,0.13,0.08,0.07,0.09,0.09,0.08,0.1,0.1,0.08,0.13,0.05,0.06,0.07,0.08,0.12,0.1,0.1,0.09,0,8.49,0.53,1337.5,655.56,1320,2.29,3.78,2.28,3.09,4.96,3.09,9.67,Walking
0.14,0.12,0.12,0.12,0.14,0.05,0.09,0.07,0.07,0.09,0.11,0.05,0.04,0.12,0.18,0.17,0.17,0.08,0.07,0.03,0,0.1,0.1,0.08,0.08,0.1,0.12,0.17,0.16,0.12,0,8.1,-0.31,1966.67,2925,3875,5.59,2.29,2.37,6.25,2.89,6.25,10.68,Walking
0.1,0.07,0.08,0.1,0.13,0.11,0.08,0.11,0.16,0.08,0.08,0.09,0.12,0.19,0.06,0.09,0.14,0.07,0.09,0.09,0.07,0.15,0.11,0.07,0.08,0.14,0.09,0.13,0.1,0.09,0,-2.59,-0.65,1025,2950,2150,6.84,5.82,5.28,9.06,7.22,9.06,11.81,Jogging
0.04,0.07,0.06,0.11,0.11,0.08,0.08,0.08,0.09,0,0.11,0.07,0.1,0.08,0.09,0.09,0.08,0.08,0.07,0,0.1,0.07,0.11,0.08,0.08,0.09,0.08,0.07,0.06,0,0,5.53,-1.36,1566.67,1625,3650,4.91,1.87,1.39,7.08,3.08,7.08,7.98,Upstairs
0.11,0.09,0.08,0.08,0.13,0.11,0.12,0.09,0.06,0,0.11,0.09,0.09,0.12,0.11,0.1,0.11,0.07,0.14,0,0.1,0.13,0.09,0.1,0.11,0.12,0.11,0.08,0.07,0,0,3.85,-0.42,505.56,534.62,2800,8.88,7.06,3.52,11.5,8.43,11.5,13,Jogging
0.1,0.1,0.09,0.1,0.07,0.11,0.11,0.14,0.07,0.12,0.1,0.1,0.09,0.13,0.09,0.1,0.12,0.09,0.1,0.11,0.1,0.1,0.12,0.08,0.11,0.08,0.11,0.14,0.08,0.11,0,9.95,0.52,2325,1783.33,2125,2,2.92,2.26,2.46,3.55,2.46,10.74,Walking
0.18,0.08,0.11,0.13,0.05,0.09,0.12,0.1,0.09,0.08,0.11,0.13,0.14,0.08,0.14,0.11,0.08,0.11,0.07,0.06,0.53,0.17,0.09,0.09,0.02,0.03,0.05,0.03,0,0.01,0,2.78,-3.65,1212.5,800,2150,8.78,1.29,2.1,9.4,1.65,9.4,10.42,Walking
0.07,0.13,0.07,0.11,0.05,0.12,0.12,0.15,0.11,0.1,0.09,0.09,0.11,0.13,0.09,0.1,0.11,0.11,0.11,0.08,0.12,0.11,0.08,0.07,0.11,0.1,0.09,0.12,0.12,0.1,0,7.79,3.43,1150,4025,1450,2.51,3.96,2.65,3.1,5.34,3.1,10.24,Downstairs
0.1,0.14,0.1,0.09,0.08,0.11,0.06,0.1,0.13,0.11,0.12,0.12,0.06,0.11,0.08,0.1,0.09,0.11,0.11,0.12,0.12,0.13,0.09,0.12,0.11,0.09,0.09,0.08,0.1,0.1,0,9.68,1.67,3975,1800,2350,1.52,2.55,1.43,1.92,3.15,1.92,10.17,Downstairs
0.08,0.1,0.07,0.13,0.12,0.09,0.1,0.12,0.13,0.07,0.09,0.13,0.12,0.14,0.1,0.06,0.06,0.09,0.12,0.12,0.15,0.1,0.08,0.05,0.09,0.08,0.14,0.12,0.11,0.11,0,5.08,-0.05,1135.71,1820,2275,8.89,3.05,2.33,9.84,4.07,9.84,11.4,Walking
0.09,0.13,0.12,0.14,0.15,0.09,0.08,0.09,0.11,0.03,0.11,0.11,0.11,0.07,0.11,0.09,0.14,0.1,0.09,0.09,0.1,0.08,0.13,0.1,0.08,0.14,0.09,0.14,0.08,0.09,0,8.72,0.42,3425,1358.33,1050,4.01,3.69,2.26,4.66,4.34,4.66,10.33,Walking
0.14,0.09,0.15,0.12,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.09,0.09,0.12,0.1,0.11,0.12,0.11,0.12,0.07,0.12,0.09,0.11,0.08,0,10.03,-1.18,1675,1475,1883.33,1.75,2.76,1.09,2.31,3.42,2.31,10.41,Downstairs
0.25,0.13,0.05,0.12,0.12,0.12,0.08,0.09,0.07,0,0.08,0.14,0.16,0.12,0.09,0.1,0.11,0.08,0.09,0.04,0.21,0.09,0.14,0.15,0.1,0.12,0.11,0.03,0.07,0.01,0,5.43,-1.58,2225,1510,1316.67,7.78,4.95,2.99,9.93,5.76,9.93,11.45,Jogging
0.01,0.09,0.03,0.08,0.1,0.16,0.06,0.14,0.18,0.1,0.11,0.16,0.08,0.12,0.13,0.14,0.08,0.06,0.11,0.02,0.01,0.09,0.13,0.12,0.15,0.13,0.15,0.06,0.09,0.09,0,3.14,0.14,391.67,1483.33,2875,9.04,5.61,4.2,11.17,6.96,11.17,13.01,Jogging
0.09,0.11,0.08,0.08,0.1,0.08,0.13,0.1,0.13,0.13,0.08,0.05,0.04,0.1,0.11,0.11,0.14,0.12,0.12,0.14,0.18,0.14,0.08,0.09,0.08,0.06,0.06,0.07,0.08,0.17,0,-0.96,0.69,2225,2062.5,2800,6.53,4.19,3.42,9.27,5.94,9.27,9.29,Upstairs
0.08,0.03,0.06,0.08,0.11,0.13,0.08,0.07,0.12,0.09,0,0.03,0.11,0.08,0.12,0.1,0.11,0.12,0.15,0.2,0.09,0.12,0.1,0.08,0.11,0.11,0.07,0.09,0.13,0.12,0,3.02,1.26,335.71,836.36,1483.33,10.51,7.3,4.63,12.74,8.58,12.74,15.54,Jogging
0.38,0.21,0.08,0.07,0.04,0.04,0.04,0.04,0.05,0.06,0.14,0.08,0.08,0.06,0.07,0.1,0.09,0.13,0.1,0.14,0.08,0.06,0.07,0.04,0.05,0.07,0.13,0.18,0.14,0.18,0,9.9,1.29,300,688.46,2625,2.71,4.51,2.13,3.52,5.95,3.52,11.59,Upstairs
0.12,0.08,0.11,0.09,0.11,0.07,0.08,0.12,0.1,0.14,0.17,0.05,0.08,0.09,0.11,0.07,0.15,0.08,0.11,0.1,0.12,0.1,0.11,0.1,0.09,0.11,0.08,0.07,0.12,0.12,0,9.72,0.16,3350,960,2600,2.58,3.85,3,3.14,4.67,3.14,10.97,Walking
0.1,0.15,0.19,0.17,0.23,0.13,0.05,0,0,0,0,0.01,0.02,0.03,0.07,0.13,0.19,0.23,0.19,0.16,0.09,0.1,0.14,0.14,0.19,0.12,0.12,0.04,0.04,0.04,0,9.14,1.06,2225,2225,1425,3.92,1.99,1.55,4.4,2.71,4.4,10.45,Upstairs
0.08,0.11,0.12,0.11,0.08,0.09,0.11,0.09,0.12,0.1,0.11,0.07,0.12,0.08,0.16,0.07,0.11,0.07,0.1,0,0.09,0.12,0.11,0.11,0.07,0.11,0.11,0.14,0.08,0.08,0,7.6,-1.04,875,481.58,3975,8.31,7.5,3.38,10.34,8.56,10.34,13.92,Jogging
0.16,0.13,0.13,0.07,0.05,0.07,0.05,0.08,0.14,0.15,0.11,0.1,0.08,0.09,0.11,0.09,0.09,0.15,0.09,0.09,0.03,0.03,0.06,0.07,0.06,0.06,0.1,0.11,0.08,0.42,0,8.4,0.46,2075,527.78,3875,4.77,6.34,2.64,5.8,7.08,5.8,11.36,Jogging
0.1,0.12,0.11,0.08,0.09,0.08,0.1,0.11,0.09,0.13,0.09,0.11,0.13,0.12,0.07,0.09,0.06,0.12,0.1,0.11,0.08,0.12,0.09,0.12,0.12,0.08,0.1,0.11,0.09,0.1,0,10.01,-0.44,1637.5,1085.71,2175,3.16,3.8,1.97,4.01,4.54,4.01,11,Upstairs
0.03,0.08,0.12,0.14,0.12,0.09,0.12,0.14,0.09,0.08,0.08,0.11,0.09,0.13,0.12,0.1,0.14,0.08,0.09,0.08,0.09,0.1,0.12,0.17,0.11,0.12,0.09,0.07,0.08,0.07,0,9.76,0.19,2525,1241.67,3975,2.46,3.06,1.65,3.09,4.05,3.09,10.56,Upstairs
0.1,0.09,0.12,0.08,0.11,0.11,0.11,0.11,0.08,0.11,0.09,0.14,0.14,0.06,0.07,0.09,0.1,0.09,0.15,0.02,0.1,0.07,0.08,0.12,0.13,0.11,0.09,0.12,0.11,0.09,0,9.8,0.26,2062.5,357.69,3800,4.87,7.05,3.62,6.34,8.2,6.34,13.64,Jogging
0.01,0.08,0.08,0.11,0.1,0.16,0.15,0.12,0.11,0.1,0.1,0.13,0.14,0.14,0.13,0.11,0.11,0.09,0.07,0.01,0.07,0.11,0.12,0.1,0.16,0.12,0.08,0.12,0.08,0.05,0,-0.69,-4.33,1600,3575,4175,9.47,3.33,3.16,10.27,4.27,10.27,12.03,Upstairs
0.1,0.09,0.08,0.09,0.16,0.1,0.11,0.09,0.11,0.09,0.1,0.1,0.09,0.12,0.1,0.11,0.09,0.12,0.1,0.08,0.09,0.11,0.1,0.11,0.1,0.11,0.12,0.09,0.1,0.09,0,9.98,-1.09,1770,1162.5,1130,4.24,3.07,2.92,5.12,3.98,5.12,12.02,Walking
0.08,0.08,0.05,0.13,0.09,0.05,0.05,0.03,0.03,0.01,0.03,0.09,0.04,0.05,0.09,0.04,0.07,0.06,0.09,0.04,0.02,0.06,0.07,0.07,0.05,0.07,0.09,0.05,0.07,0.05,0,5.66,0.24,1900,1125,2250,1.31,2.74,1.49,2.78,5.8,2.78,6.22,Walking
0,0,0,0,0.01,0.01,0.01,0.02,0.02,0,0,0,0.01,0.02,0.02,0.01,0.02,0,0.01,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,0.01,0,0.65,0.04,175,200,250,0.09,0.61,0.07,1.74,9.44,1.74,0.67,Downstairs
0,0,0.02,0.18,0.35,0.24,0.06,0.08,0.02,0.08,0.12,0.08,0.13,0.08,0.05,0.05,0.13,0.12,0.17,0.1,0.05,0.01,0.04,0.04,0.1,0.13,0.12,0.11,0.06,0.38,0,3.95,9.22,3725,2725,1062.5,1.56,0.63,0.39,1.71,0.84,1.71,10.21,Sitting
0.12,0.07,0.12,0.07,0.09,0.13,0.12,0.07,0.13,0,0.08,0.09,0.12,0.12,0.09,0.1,0.11,0.1,0.09,0,0.08,0.12,0.07,0.12,0.13,0.07,0.11,0.11,0.13,0,0,10.28,-0.31,1933.33,513.89,2666.67,4.37,3.66,2.34,5.8,4.48,5.8,12.05,Downstairs
0,0,0.01,0,0,0.22,0,0.57,0,0.21,0,0,0,0.05,0,0,0.57,0,0.38,0,0,0.05,0,0.34,0,0,0.39,0,0.21,0.03,0,1.77,8.38,269.35,289.39,262.86,5.6,0.02,0.03,5.6,0.03,5.6,10.23,Sitting
0.04,0.13,0.09,0.17,0.13,0.16,0.06,0.05,0.07,0.12,0.1,0.11,0.09,0.17,0.05,0.08,0.12,0.14,0.03,0,0.13,0.09,0.07,0.09,0.11,0.08,0.12,0.09,0.14,0.12,0,7.89,-1.32,1687.5,287.88,1525,6.25,8.75,5.96,7.34,10.16,7.34,15.6,Jogging
0.09,0.12,0.15,0.12,0.1,0.08,0.03,0.1,0.13,0.12,0.12,0.08,0.1,0.08,0.09,0.13,0.15,0.08,0.06,0.03,0.09,0.12,0.11,0.09,0.12,0.15,0.08,0.07,0.09,0.11,0,9.96,0.15,2033.33,397.92,2033.33,4.93,6.73,3.69,6.46,8.04,6.46,13.95,Jogging
0,0.03,0.01,0.05,0,0.17,0,0.21,0.22,0.34,0.08,0.13,0,0.38,0,0,0.33,0,0,0.09,0,0,0.04,0,0,0.08,0,0.25,0,0.58,0,9.31,2.92,320,303.45,240,2.56,0.03,0.06,2.56,0.05,2.56,10.09,Standing
0,0.21,0.13,0.09,0.13,0.11,0.09,0.08,0.09,0.09,0.12,0.1,0.1,0.1,0.08,0.13,0.11,0.09,0.12,0.07,0.08,0.14,0.13,0.06,0.13,0.09,0.08,0.11,0.14,0.07,0,1.16,-1.2,3050,844.44,1675,9.51,7.28,2.98,11.7,8.75,11.7,13.56,Jogging
0.09,0.15,0.09,0.08,0.1,0.08,0.1,0.1,0.12,0.12,0.11,0.12,0.14,0.08,0.09,0.06,0.12,0.09,0.09,0.13,0.1,0.13,0.13,0.08,0.1,0.12,0.08,0.08,0.1,0.11,0,9.25,-0.38,2075,790.91,4400,5.88,3.33,2.51,7.54,4.23,7.54,12.22,Walking
0.09,0.06,0.14,0.1,0.1,0.09,0.13,0.09,0.1,0,0.1,0.08,0.14,0.06,0.12,0.08,0.13,0.13,0.06,0,0.11,0.03,0.11,0.07,0.14,0.13,0.11,0.12,0.08,0,0,9.28,-0.42,4550,593.75,3325,8.56,7.48,4.9,9.95,8.86,9.95,16.2,Jogging
0.09,0.08,0.08,0.1,0.12,0.11,0.12,0.11,0.11,0.1,0.08,0.11,0.13,0.09,0.09,0.1,0.11,0.09,0.11,0.1,0.08,0.09,0.11,0.14,0.1,0.09,0.16,0.08,0.08,0.1,0,9.49,1.95,2900,1675,987.5,1.58,2.34,1.32,2.04,2.92,2.04,10.04,Downstairs
0.05,0.05,0.08,0.12,0.1,0.07,0.07,0.14,0.14,0.19,0.1,0.1,0.05,0.14,0.11,0.07,0.1,0.11,0.15,0.09,0.03,0.03,0.02,0.06,0.05,0.11,0.06,0.06,0.14,0.46,0,8.51,0.7,1075,445,1087.5,3.74,6.42,2.5,4.74,7.23,4.74,11.03,Jogging
0.12,0.1,0.12,0.1,0.1,0.08,0.11,0.09,0.07,0.13,0.12,0.09,0.11,0.05,0.1,0.14,0.09,0.07,0.13,0.12,0.12,0.09,0.09,0.1,0.09,0.09,0.13,0.11,0.1,0.11,0,10.13,-1.41,1625,1260,1625,3.51,3.44,2.97,4.38,4.35,4.38,11.85,Walking
0.1,0.11,0.09,0.1,0.12,0.08,0.11,0.07,0.06,0.03,0.04,0.09,0.17,0.07,0.11,0.1,0.08,0.07,0.06,0.07,0.07,0.08,0.1,0.1,0.08,0.1,0.07,0.1,0.1,0.06,0,8.44,-0.27,1950,1925,1725,1.43,2.8,1.45,2.25,4.09,2.25,8.9,Upstairs
0.09,0.06,0.12,0.12,0.13,0.12,0.12,0.08,0.09,0.1,0.1,0.09,0.1,0.12,0.13,0.11,0.06,0.1,0.1,0.03,0.1,0.09,0.1,0.12,0.1,0.1,0.13,0.09,0.12,0.08,0,9.91,0.16,2275,400,1283.33,4.45,6.54,3.63,5.97,7.89,5.97,13.43,Jogging
0.1,0.11,0.09,0.12,0.11,0.08,0.13,0.11,0.07,0.11,0.09,0.1,0.08,0.08,0.12,0.15,0.11,0.08,0.13,0.08,0.04,0.13,0.12,0.11,0.1,0.11,0.09,0.1,0.12,0.11,0,9.08,-0.29,4150,790.91,1375,6.17,4.1,2.57,7.01,5.13,7.01,12.18,Walking
